Customer Id,Customer Name,Email,Location,Marital Status,Income Level,Frequency,Occupation,Age,Gender,Subscription Status,Payment Method,,Interest,Category,Item Purchased
1934,Joanne Frye,joanne.frye@gmail.com,Kolkata,Single,2600000,Yearly,Manager,54,Female,Yes,PayPal,,"Writing, Reading, Gaming",Books,Self-Help
1935,Antonio Johnson,antonio.johnson@yahoo.com,Surat,Married,3000000,Quarterly,Banker,32,Male,Yes,Cash,,"Fashion, Beauty, Movies, Gaming",Beauty Products,Face Cream
1936,William Reeves,william.reeves@gmail.com,Visakhapatnam,Married,100000,Monthly,Engineer,39,Male,Yes,Venmo,,"Technology, Gadgets, Cooking, Gardening",Smartphones,Samsung Galaxy
1937,Veronica Mason,veronica.mason@hotmail.com,Delhi,Married,1200000,Half Yearly,Teacher,42,Female,No,Credit Card,,"Reading, Writing, Fitness",Books,Fiction
1938,Ann Miller,ann.miller@outlook.com,Patna,Married,2000000,Quarterly,Engineer,25,Female,Yes,PayPal,,"Technology, Electronics, Cooking",Watches,Digital
1939,Jose Ross,jose.ross@hotmail.com,Jaipur,Single,2000000,Yearly,Engineer,21,Female,No,Venmo,,"Gadgets, Technology, Cycling, Sports",Smartphones,OnePlus
1940,Jennifer Collins,jennifer.collins@gmail.com,Jaipur,Single,2700000,Yearly,Chef,55,Male,No,Credit Card,,"Fashion, Shopping, Writing, Movies",Clothes,Shoes
1941,John Torres II,john.torres.ii@hotmail.com,Srinagar,Married,3000000,Yearly,Artist,28,Female,No,Venmo,,"Technology, Electronics, Sports",Watches,Luxury Watch
1942,Lori Jensen,lori.jensen@hotmail.com,Chennai,Single,1000000,Half Yearly,Manager,21,Male,Yes,Debit Card,,"Electronics, Technology, Sports, Writing",Watches,Sports Watch
1943,Melanie Wright,melanie.wright@yahoo.com,Delhi,Married,1300000,Half Yearly,Entrepreneur,66,Male,No,Debit Card,,"Reading, Writing, Art, Sports",Books,Science
1944,Brian Jackson,brian.jackson@gmail.com,Patna,Married,1500000,Half Yearly,Entrepreneur,66,Female,No,PayPal,,"Electronics, Technology, Reading, Cooking",Watches,Analog
1945,Lindsey Haynes,lindsey.haynes@gmail.com,Vadodara,Married,1300000,Yearly,Engineer,41,Female,Yes,Cash,,"Gadgets, Technology, Fitness, Cooking",Smartphones,Samsung Galaxy
1946,Betty Johnston,betty.johnston@outlook.com,Indore,Single,2700000,Yearly,Artist,49,Male,No,Debit Card,,"Fashion, Shopping, Gaming",Clothes,Jacket
1947,Tony Bradley,tony.bradley@gmail.com,Bangalore,Married,1100000,Monthly,Engineer,49,Male,Yes,PayPal,,"Beauty, Fashion, Hiking, Electronics",Beauty Products,Shampoo
1948,Erika Medina,erika.medina@outlook.com,Bangalore,Married,1700000,Yearly,Entrepreneur,38,Female,Yes,Debit Card,,"Technology, Gadgets, Yoga, Dancing",Smartphones,iPhone
1949,Paula Medina,paula.medina@yahoo.com,Chennai,Married,1000000,Monthly,Banker,48,Male,Yes,PayPal,,"Electronics, Technology, Fitness, Gaming",Watches,Digital
1950,Angela Williams,angela.williams@hotmail.com,Vadodara,Married,900000,Half Yearly,Engineer,24,Female,No,Cash,,"Electronics, Technology, Cooking",Watches,Digital
1951,Cody White,cody.white@gmail.com,Visakhapatnam,Single,400000,Quarterly,Engineer,19,Male,Yes,PayPal,,"Fashion, Shopping, Travel",Clothes,Jeans
1952,Monica Garcia,monica.garcia@hotmail.com,Surat,Married,3000000,Quarterly,Lawyer,65,Male,Yes,Venmo,,"Technology, Cars, Cooking",Automobiles,SUV
1953,Miguel Salas,miguel.salas@yahoo.com,Surat,Married,100000,Yearly,Doctor,53,Male,No,Debit Card,,"Cars, Technology, Gardening",Automobiles,Convertible
1954,Kyle West,kyle.west@gmail.com,Indore,Married,1200000,Monthly,Manager,29,Male,Yes,Venmo,,"Cars, Technology, Music, Travel",Automobiles,Electric Car
1955,Maria Bryant,maria.bryant@gmail.com,Vadodara,Married,1900000,Monthly,Entrepreneur,35,Male,Yes,Cash,,"Technology, Cars, Cooking, Music",Automobiles,Electric Car
1956,Robert Hughes,robert.hughes@outlook.com,Bangalore,Single,1600000,Half Yearly,Doctor,65,Male,No,Debit Card,,"Technology, Cars, Painting, Writing",Automobiles,SUV
1957,Sean Arnold,sean.arnold@hotmail.com,Thane,Single,2500000,Monthly,Manager,24,Female,Yes,PayPal,,"Fashion, Beauty, Writing",Beauty Products,Shampoo
1958,Jennifer Jones,jennifer.jones@yahoo.com,Visakhapatnam,Married,1200000,Half Yearly,Banker,48,Male,Yes,Credit Card,,"Shopping, Fashion, Cycling",Clothes,Dress
1959,Michelle Davis,michelle.davis@outlook.com,Kolkata,Married,1600000,Yearly,Chef,46,Male,Yes,Credit Card,,"Beauty, Fashion, Music",Beauty Products,Perfume
1960,Dr. Jessica Hayes MD,dr..jessica.hayes.md@yahoo.com,Bangalore,Single,3000000,Monthly,Engineer,57,Female,Yes,Cash,,"Technology, Cars, Cycling",Automobiles,Luxury Car
1961,William Frank,william.frank@hotmail.com,Lucknow,Married,1300000,Quarterly,Artist,34,Female,Yes,Cash,,"Electronics, Technology, Cycling",Watches,Digital
1962,Debra Montes,debra.montes@hotmail.com,Hyderabad,Married,1000000,Quarterly,Lawyer,49,Female,Yes,Bank Transfer,,"Fashion, Shopping, Gaming, Cooking",Clothes,Jacket
1963,Sarah Taylor,sarah.taylor@yahoo.com,Kolkata,Married,100000,Monthly,Teacher,63,Female,No,Venmo,,"Technology, Electronics, Sports",Watches,Analog
1964,Ashley Higgins,ashley.higgins@gmail.com,Chennai,Married,1400000,Quarterly,Lawyer,56,Female,Yes,Venmo,,"Technology, Electronics, Yoga, Fashion",Watches,Sports Watch
1965,Nicholas Miller,nicholas.miller@gmail.com,Bangalore,Single,1200000,Quarterly,Chef,57,Female,Yes,Debit Card,,"Fashion, Shopping, Gardening",Clothes,Dress
1966,Jason Rice,jason.rice@hotmail.com,Pune,Married,2400000,Yearly,Engineer,57,Male,No,Credit Card,,"Reading, Writing, Gardening, Art",Books,Biography
1967,Vanessa Young,vanessa.young@gmail.com,Indore,Married,2600000,Half Yearly,Teacher,37,Female,Yes,Credit Card,,"Technology, Electronics, Music, Fashion",Watches,Luxury Watch
1968,Kim Young,kim.young@gmail.com,Delhi,Single,1900000,Half Yearly,Chef,33,Male,Yes,PayPal,,"Technology, Gadgets, Fashion, Painting",Smartphones,Samsung Galaxy
1969,Denise Santos,denise.santos@hotmail.com,Pune,Married,1800000,Yearly,Doctor,44,Male,No,Cash,,"Electronics, Technology, Cycling",Watches,Smartwatch
1970,Crystal Hancock,crystal.hancock@hotmail.com,Patna,Single,2000000,Half Yearly,Teacher,31,Male,No,Bank Transfer,,"Reading, Writing, Fitness",Books,Non-Fiction
1971,Patricia Downs,patricia.downs@gmail.com,Jaipur,Married,2600000,Half Yearly,Doctor,59,Male,No,Cash,,"Fashion, Beauty, Gardening, Music",Beauty Products,Hair Dryer
1972,Jamie Gibson,jamie.gibson@yahoo.com,Lucknow,Married,200000,Half Yearly,Manager,21,Male,No,Cash,,"Gadgets, Technology, Music",Smartphones,Samsung Galaxy
1973,Kevin Lutz,kevin.lutz@gmail.com,Thane,Married,2300000,Monthly,Banker,44,Female,No,PayPal,,"Cars, Technology, Writing, Fitness",Automobiles,Sedan
1974,Theodore Anderson,theodore.anderson@outlook.com,Srinagar,Married,3000000,Quarterly,Banker,60,Female,Yes,Venmo,,"Shopping, Fashion, Cooking",Clothes,Shoes
1975,Spencer Henderson,spencer.henderson@yahoo.com,Hyderabad,Single,700000,Monthly,Teacher,61,Female,No,PayPal,,"Electronics, Technology, Writing",Watches,Sports Watch
1976,Scott Morales,scott.morales@outlook.com,Kolkata,Single,1600000,Monthly,Banker,67,Female,Yes,Cash,,"Shopping, Fashion, Cycling, Reading",Clothes,Shoes
1977,Kristine Bradford,kristine.bradford@gmail.com,Pune,Single,800000,Monthly,Banker,56,Male,Yes,Debit Card,,"Writing, Reading, Fashion",Books,Non-Fiction
1978,Danielle Day,danielle.day@yahoo.com,Pune,Married,200000,Quarterly,Engineer,37,Male,Yes,Debit Card,,"Writing, Reading, Electronics",Books,Science
1979,Miguel Copeland,miguel.copeland@outlook.com,Pune,Single,1100000,Monthly,Entrepreneur,47,Female,Yes,Debit Card,,"Technology, Electronics, Writing",Watches,Sports Watch
1980,Christopher Gonzalez,christopher.gonzalez@gmail.com,Vadodara,Single,1200000,Yearly,Entrepreneur,67,Female,No,Bank Transfer,,"Fashion, Shopping, Hiking",Clothes,Shoes
1981,Dr. Stacy Gonzalez,dr..stacy.gonzalez@yahoo.com,Thane,Married,2100000,Monthly,Manager,47,Female,Yes,Bank Transfer,,"Technology, Electronics, Gaming, Sports",Watches,Luxury Watch
1982,Elaine Turner,elaine.turner@outlook.com,Mumbai,Single,1100000,Quarterly,Teacher,64,Female,Yes,Debit Card,,"Electronics, Technology, Fitness, Fashion",Watches,Sports Watch
1983,Samantha Rodriguez,samantha.rodriguez@hotmail.com,Patna,Single,400000,Half Yearly,Manager,33,Female,No,Cash,,"Beauty, Fashion, Writing",Beauty Products,Lipstick
1984,Todd Vazquez,todd.vazquez@yahoo.com,Agra,Single,800000,Monthly,Artist,66,Female,No,Credit Card,,"Gadgets, Technology, Yoga",Smartphones,OnePlus
1985,Olivia Martinez,olivia.martinez@yahoo.com,Visakhapatnam,Single,2100000,Monthly,Doctor,40,Male,No,Credit Card,,"Shopping, Fashion, Yoga",Clothes,Jacket
1986,Keith Stewart,keith.stewart@yahoo.com,Srinagar,Married,200000,Quarterly,Entrepreneur,61,Female,Yes,Bank Transfer,,"Shopping, Fashion, Photography",Clothes,Jeans
1987,Dawn Knight,dawn.knight@outlook.com,Hyderabad,Married,1400000,Yearly,Chef,57,Female,No,Credit Card,,"Fashion, Shopping, Art, Movies",Clothes,Shoes
1988,Monica Kelly,monica.kelly@yahoo.com,Visakhapatnam,Married,500000,Half Yearly,Banker,55,Male,No,Venmo,,"Gadgets, Technology, Cycling",Smartphones,Huawei
1989,Roy Barrett,roy.barrett@hotmail.com,Pune,Single,2800000,Half Yearly,Lawyer,66,Female,No,Cash,,"Technology, Electronics, Dancing",Watches,Luxury Watch
1990,Joseph Knight,joseph.knight@outlook.com,Jaipur,Married,1100000,Quarterly,Artist,67,Female,Yes,PayPal,,"Reading, Writing, Movies",Books,Fiction
1991,Haley Bartlett,haley.bartlett@hotmail.com,Bangalore,Married,400000,Half Yearly,Engineer,33,Male,No,Venmo,,"Reading, Writing, Dancing",Books,Science
1992,Alexander Macdonald,alexander.macdonald@outlook.com,Vadodara,Married,400000,Yearly,Artist,34,Male,Yes,Debit Card,,"Shopping, Fashion, Fitness",Clothes,Jacket
1993,Carol Boyer,carol.boyer@gmail.com,Kolkata,Single,700000,Quarterly,Teacher,70,Female,Yes,Bank Transfer,,"Beauty, Fashion, Hiking",Beauty Products,Hair Dryer
1994,Ruben Payne,ruben.payne@outlook.com,Srinagar,Single,400000,Monthly,Doctor,28,Female,Yes,Cash,,"Electronics, Technology, Cooking, Gaming",Watches,Digital
1995,Ashley Stanton,ashley.stanton@hotmail.com,Patna,Single,1500000,Monthly,Entrepreneur,64,Female,No,Credit Card,,"Electronics, Technology, Hiking, Yoga",Watches,Smartwatch
1996,Tony Pacheco,tony.pacheco@gmail.com,Bangalore,Single,2600000,Monthly,Artist,54,Female,Yes,Debit Card,,"Writing, Reading, Electronics",Books,Biography
1997,James Mckenzie,james.mckenzie@yahoo.com,Thane,Single,1600000,Monthly,Chef,44,Male,No,Venmo,,"Technology, Cars, Sports",Automobiles,Luxury Car
1998,Mr. Michael Berry,mr..michael.berry@yahoo.com,Srinagar,Married,2600000,Half Yearly,Artist,50,Male,No,Bank Transfer,,"Writing, Reading, Fashion",Books,Biography
1999,Joel Bond,joel.bond@outlook.com,Ahmedabad,Single,2500000,Half Yearly,Lawyer,48,Female,Yes,Credit Card,,"Fashion, Shopping, Movies, Cycling",Clothes,Skirt
2000,Matthew May,matthew.may@yahoo.com,Thane,Married,600000,Yearly,Chef,48,Male,Yes,Venmo,,"Gadgets, Technology, Electronics",Smartphones,Samsung Galaxy
2001,Sarah Chang,sarah.chang@outlook.com,Jaipur,Married,2600000,Quarterly,Chef,58,Male,No,Debit Card,,"Writing, Reading, Sports",Books,Fiction
2002,Richard Lynch,richard.lynch@hotmail.com,Kolkata,Married,1300000,Quarterly,Lawyer,45,Female,Yes,Bank Transfer,,"Fashion, Beauty, Yoga, Hiking",Beauty Products,Lipstick
2003,John Ramos,john.ramos@gmail.com,Kanpur,Single,2900000,Yearly,Engineer,69,Female,Yes,PayPal,,"Reading, Writing, Gaming",Books,Non-Fiction
2004,Robert Hernandez,robert.hernandez@hotmail.com,Srinagar,Married,1800000,Yearly,Chef,41,Male,Yes,Cash,,"Writing, Reading, Travel, Photography",Books,Science
2005,Tyler House,tyler.house@gmail.com,Delhi,Married,600000,Monthly,Artist,48,Female,Yes,Bank Transfer,,"Gadgets, Technology, Cycling",Smartphones,Samsung Galaxy
2006,Rebecca Jones,rebecca.jones@gmail.com,Delhi,Single,2400000,Half Yearly,Artist,66,Female,No,Debit Card,,"Reading, Writing, Electronics, Music",Books,Biography
2007,Patricia Bullock DVM,patricia.bullock.dvm@yahoo.com,Patna,Married,1400000,Monthly,Chef,59,Female,Yes,Venmo,,"Writing, Reading, Music, Cycling",Books,Biography
2008,Angela Herman,angela.herman@hotmail.com,Pune,Married,1600000,Half Yearly,Lawyer,50,Female,No,Debit Card,,"Fashion, Shopping, Fitness",Clothes,Shoes
2009,Joan Tran,joan.tran@hotmail.com,Bangalore,Single,2600000,Monthly,Artist,26,Male,Yes,Venmo,,"Electronics, Technology, Gardening",Watches,Analog
2010,Julie Thomas,julie.thomas@gmail.com,Bangalore,Married,2800000,Monthly,Manager,45,Female,Yes,Venmo,,"Fashion, Shopping, Technology",Clothes,Jeans
2011,Joanne Coleman,joanne.coleman@hotmail.com,Hyderabad,Single,1900000,Yearly,Teacher,54,Female,Yes,Venmo,,"Reading, Writing, Hiking, Gardening",Books,Self-Help
2012,Hunter Lopez,hunter.lopez@gmail.com,Indore,Single,400000,Yearly,Doctor,60,Male,Yes,Venmo,,"Writing, Reading, Cooking",Books,Biography
2013,Chad Buckley,chad.buckley@gmail.com,Indore,Married,2900000,Yearly,Banker,62,Female,No,Cash,,"Technology, Cars, Fashion, Music",Automobiles,Luxury Car
2014,Andrea Chavez,andrea.chavez@yahoo.com,Kolkata,Single,2000000,Yearly,Lawyer,67,Female,Yes,Bank Transfer,,"Beauty, Fashion, Cooking",Beauty Products,Conditioner
2015,Elizabeth Nichols,elizabeth.nichols@outlook.com,Delhi,Single,700000,Monthly,Teacher,45,Male,No,Debit Card,,"Technology, Cars, Sports",Automobiles,Hatchback
2016,Raymond Pearson,raymond.pearson@gmail.com,Lucknow,Single,600000,Monthly,Doctor,36,Female,Yes,Credit Card,,"Reading, Writing, Cooking",Books,Fiction
2017,Matthew Martin,matthew.martin@gmail.com,Kolkata,Married,900000,Half Yearly,Manager,53,Male,No,PayPal,,"Technology, Electronics, Art",Watches,Smartwatch
2018,Jennifer Hogan,jennifer.hogan@hotmail.com,Hyderabad,Married,2200000,Quarterly,Doctor,62,Male,No,Debit Card,,"Technology, Gadgets, Electronics",Smartphones,Xiaomi
2019,Laura Camacho,laura.camacho@gmail.com,Hyderabad,Single,900000,Quarterly,Engineer,22,Female,No,Cash,,"Electronics, Technology, Cooking, Travel",Watches,Smartwatch
2020,Mrs. Sandra Black PhD,mrs..sandra.black.phd@yahoo.com,Chennai,Married,2700000,Half Yearly,Engineer,28,Female,No,PayPal,,"Gadgets, Technology, Photography, Writing",Smartphones,Google Pixel
2021,Michael Ferguson,michael.ferguson@outlook.com,Surat,Married,1300000,Monthly,Manager,31,Female,No,Debit Card,,"Shopping, Fashion, Dancing, Cooking",Clothes,Dress
2022,Marissa Odom,marissa.odom@gmail.com,Hyderabad,Single,1500000,Half Yearly,Banker,37,Female,Yes,Credit Card,,"Reading, Writing, Dancing, Gaming",Books,Self-Help
2023,Kevin Prince,kevin.prince@outlook.com,Patna,Single,800000,Quarterly,Teacher,41,Male,No,Credit Card,,"Gadgets, Technology, Gardening",Smartphones,OnePlus
2024,John Burke,john.burke@gmail.com,Srinagar,Single,1100000,Quarterly,Teacher,41,Female,Yes,Debit Card,,"Electronics, Technology, Writing, Hiking",Watches,Analog
2025,Monica Gonzalez,monica.gonzalez@outlook.com,Kanpur,Married,1400000,Monthly,Engineer,46,Female,Yes,Credit Card,,"Technology, Cars, Fitness, Gaming",Automobiles,Electric Car
2026,Julia Andrade,julia.andrade@yahoo.com,Patna,Married,1900000,Quarterly,Entrepreneur,38,Male,No,Bank Transfer,,"Beauty, Fashion, Gaming, Music",Beauty Products,Hair Dryer
2027,Nicholas Rivera,nicholas.rivera@outlook.com,Kanpur,Single,1300000,Yearly,Teacher,46,Female,No,Cash,,"Reading, Writing, Painting, Gaming",Books,Self-Help
2028,David Williams,david.williams@outlook.com,Thane,Married,200000,Quarterly,Entrepreneur,58,Female,Yes,Cash,,"Technology, Electronics, Sports, Yoga",Watches,Digital
2029,Jesse Duncan,jesse.duncan@gmail.com,Lucknow,Single,1500000,Quarterly,Teacher,44,Female,Yes,Cash,,"Technology, Electronics, Hiking, Movies",Watches,Analog
2030,Bryan Haney,bryan.haney@outlook.com,Surat,Single,1700000,Yearly,Engineer,22,Male,Yes,Debit Card,,"Technology, Electronics, Photography",Watches,Digital
2031,Michael Flores,michael.flores@outlook.com,Mumbai,Single,2700000,Half Yearly,Artist,40,Female,Yes,Venmo,,"Fashion, Shopping, Movies",Clothes,Jeans
2032,James Moore,james.moore@outlook.com,Agra,Married,2900000,Monthly,Artist,63,Male,Yes,Bank Transfer,,"Writing, Reading, Sports, Cycling",Books,Science
2033,James Nguyen,james.nguyen@outlook.com,Pune,Single,900000,Monthly,Engineer,66,Male,Yes,PayPal,,"Gadgets, Technology, Writing",Smartphones,OnePlus
2034,Krystal Williams,krystal.williams@outlook.com,Delhi,Married,1700000,Yearly,Banker,62,Female,Yes,Cash,,"Writing, Reading, Movies",Books,Self-Help
2035,Amy Walton,amy.walton@gmail.com,Agra,Married,1400000,Half Yearly,Teacher,60,Female,No,Bank Transfer,,"Gadgets, Technology, Dancing, Art",Smartphones,Google Pixel
2036,Sandra Hernandez,sandra.hernandez@yahoo.com,Jaipur,Single,1800000,Quarterly,Banker,36,Male,Yes,Bank Transfer,,"Writing, Reading, Cooking, Travel",Books,Fiction
2037,Joann Garner,joann.garner@yahoo.com,Hyderabad,Single,2000000,Quarterly,Engineer,27,Female,No,Venmo,,"Technology, Gadgets, Sports, Cycling",Smartphones,Xiaomi
2038,Sharon Powell,sharon.powell@hotmail.com,Hyderabad,Single,2700000,Yearly,Banker,18,Female,Yes,Cash,,"Reading, Writing, Yoga, Travel",Books,Non-Fiction
2039,Michael Gonzales,michael.gonzales@outlook.com,Visakhapatnam,Single,2100000,Quarterly,Doctor,56,Male,Yes,Credit Card,,"Cars, Technology, Sports",Automobiles,Electric Car
2040,Antonio Cameron,antonio.cameron@outlook.com,Jaipur,Single,2300000,Yearly,Doctor,32,Male,No,Credit Card,,"Shopping, Fashion, Gardening",Clothes,Jeans
2041,Alison Harvey,alison.harvey@outlook.com,Varanasi,Single,2100000,Monthly,Entrepreneur,45,Male,Yes,Cash,,"Fashion, Beauty, Yoga, Art",Beauty Products,Shampoo
2042,Bethany Mason,bethany.mason@outlook.com,Hyderabad,Married,2900000,Quarterly,Banker,48,Male,No,Venmo,,"Shopping, Fashion, Gaming, Dancing",Clothes,Jacket
2043,Mark Cross,mark.cross@yahoo.com,Jaipur,Single,300000,Quarterly,Entrepreneur,44,Female,Yes,Venmo,,"Fashion, Shopping, Writing, Music",Clothes,Jacket
2044,Alyssa Turner,alyssa.turner@outlook.com,Patna,Married,2800000,Monthly,Banker,44,Female,No,Bank Transfer,,"Beauty, Fashion, Travel",Beauty Products,Lipstick
2045,Steve Delacruz,steve.delacruz@outlook.com,Bangalore,Married,700000,Monthly,Artist,55,Female,Yes,PayPal,,"Gadgets, Technology, Painting, Art",Smartphones,iPhone
2046,Michelle Marshall,michelle.marshall@yahoo.com,Patna,Single,1300000,Half Yearly,Engineer,40,Female,No,Credit Card,,"Writing, Reading, Gardening",Books,Non-Fiction
2047,Barbara Schmidt,barbara.schmidt@hotmail.com,Surat,Single,2200000,Yearly,Lawyer,67,Male,Yes,PayPal,,"Fashion, Beauty, Sports",Beauty Products,Perfume
2048,Tony Stein,tony.stein@hotmail.com,Jaipur,Single,500000,Yearly,Engineer,39,Female,Yes,Cash,,"Fashion, Beauty, Travel, Gardening",Beauty Products,Hair Dryer
2049,Olivia Taylor,olivia.taylor@hotmail.com,Mumbai,Married,1600000,Monthly,Banker,33,Female,No,Debit Card,,"Reading, Writing, Movies, Dancing",Books,Biography
2050,Cassandra Dixon,cassandra.dixon@hotmail.com,Pune,Married,600000,Yearly,Manager,38,Female,No,Cash,,"Electronics, Technology, Movies, Gardening",Watches,Digital
2051,Anna Campbell,anna.campbell@hotmail.com,Patna,Married,2100000,Half Yearly,Artist,33,Female,Yes,PayPal,,"Shopping, Fashion, Music",Clothes,Skirt
2052,Jacob Campbell,jacob.campbell@gmail.com,Bangalore,Married,700000,Half Yearly,Entrepreneur,32,Female,No,Credit Card,,"Cars, Technology, Sports",Automobiles,Hatchback
2053,Bryan Russell,bryan.russell@gmail.com,Indore,Single,1900000,Quarterly,Lawyer,32,Female,Yes,Credit Card,,"Shopping, Fashion, Music",Clothes,Dress
2054,Hayden Wallace,hayden.wallace@yahoo.com,Varanasi,Single,2600000,Monthly,Lawyer,31,Male,Yes,Bank Transfer,,"Fashion, Shopping, Writing, Electronics",Clothes,T-Shirt
2055,Stephanie Meyer,stephanie.meyer@gmail.com,Patna,Married,1200000,Yearly,Artist,34,Male,Yes,Cash,,"Cars, Technology, Dancing",Automobiles,Electric Car
2056,Ian Martinez,ian.martinez@yahoo.com,Ahmedabad,Single,1000000,Half Yearly,Entrepreneur,50,Female,No,Debit Card,,"Technology, Gadgets, Sports",Smartphones,Samsung Galaxy
2057,Trevor Gonzales,trevor.gonzales@yahoo.com,Varanasi,Single,2700000,Yearly,Entrepreneur,37,Female,Yes,Bank Transfer,,"Fashion, Beauty, Cooking, Painting",Beauty Products,Shampoo
2058,Victoria White,victoria.white@yahoo.com,Chennai,Single,1200000,Yearly,Engineer,49,Female,Yes,PayPal,,"Cars, Technology, Painting, Hiking",Automobiles,Convertible
2059,Charles Rose,charles.rose@outlook.com,Mumbai,Married,300000,Half Yearly,Engineer,64,Male,Yes,PayPal,,"Gadgets, Technology, Painting",Smartphones,OnePlus
2060,Jason Gould,jason.gould@outlook.com,Hyderabad,Single,2400000,Yearly,Doctor,26,Female,Yes,Venmo,,"Reading, Writing, Fitness",Books,History
2061,Lisa Hall,lisa.hall@yahoo.com,Srinagar,Single,1600000,Quarterly,Teacher,41,Male,Yes,Cash,,"Reading, Writing, Cycling",Books,Non-Fiction
2062,Tammy Phillips,tammy.phillips@yahoo.com,Jaipur,Married,800000,Monthly,Entrepreneur,65,Male,No,Credit Card,,"Technology, Gadgets, Electronics",Smartphones,Huawei
2063,Brandy Garrett,brandy.garrett@yahoo.com,Vadodara,Married,400000,Yearly,Artist,37,Male,Yes,Bank Transfer,,"Electronics, Technology, Cycling, Travel",Watches,Digital
2064,Jared Smith,jared.smith@gmail.com,Agra,Single,1300000,Yearly,Manager,23,Female,No,Bank Transfer,,"Fashion, Shopping, Hiking, Cooking",Clothes,Skirt
2065,Amy Cantu,amy.cantu@yahoo.com,Jaipur,Married,1700000,Yearly,Doctor,64,Female,No,Cash,,"Fashion, Beauty, Painting",Beauty Products,Perfume
2066,Tyler Fox,tyler.fox@hotmail.com,Srinagar,Married,1300000,Monthly,Banker,63,Male,Yes,Cash,,"Cars, Technology, Reading",Automobiles,Electric Car
2067,April Rivas,april.rivas@yahoo.com,Bangalore,Married,500000,Quarterly,Teacher,59,Female,No,Debit Card,,"Technology, Electronics, Yoga, Cooking",Watches,Digital
2068,Christina Wright,christina.wright@hotmail.com,Jaipur,Single,1900000,Quarterly,Lawyer,18,Male,Yes,Venmo,,"Technology, Gadgets, Music, Photography",Smartphones,Samsung Galaxy
2069,Brittany Hunt,brittany.hunt@gmail.com,Agra,Married,1100000,Half Yearly,Doctor,65,Female,No,PayPal,,"Beauty, Fashion, Art",Beauty Products,Face Cream
2070,Trevor Coleman,trevor.coleman@yahoo.com,Patna,Single,2000000,Yearly,Manager,20,Male,Yes,Cash,,"Beauty, Fashion, Gaming, Travel",Beauty Products,Shampoo
2071,Joseph Walter,joseph.walter@outlook.com,Kolkata,Single,2100000,Monthly,Doctor,23,Female,Yes,Debit Card,,"Beauty, Fashion, Writing",Beauty Products,Perfume
2072,Tracey Donovan,tracey.donovan@gmail.com,Thane,Married,2000000,Yearly,Banker,27,Male,Yes,PayPal,,"Gadgets, Technology, Cycling, Electronics",Smartphones,Google Pixel
2073,Nicole Davis DDS,nicole.davis.dds@outlook.com,Surat,Single,1400000,Half Yearly,Chef,19,Female,Yes,Venmo,,"Cars, Technology, Gardening",Automobiles,SUV
2074,Thomas Cox,thomas.cox@outlook.com,Indore,Single,1500000,Monthly,Manager,29,Female,Yes,Bank Transfer,,"Technology, Electronics, Gardening, Fitness",Watches,Digital
2075,Seth Henderson,seth.henderson@yahoo.com,Srinagar,Married,1300000,Monthly,Chef,36,Female,No,Bank Transfer,,"Fashion, Shopping, Gaming, Sports",Clothes,Dress
2076,Cory Hickman,cory.hickman@outlook.com,Vadodara,Married,500000,Yearly,Entrepreneur,67,Male,No,Credit Card,,"Writing, Reading, Dancing",Books,History
2077,Roy Santos,roy.santos@gmail.com,Patna,Married,500000,Yearly,Engineer,57,Female,No,Bank Transfer,,"Electronics, Technology, Photography, Music",Watches,Analog
2078,Kimberly Barry,kimberly.barry@yahoo.com,Bangalore,Single,500000,Half Yearly,Banker,27,Male,Yes,Credit Card,,"Beauty, Fashion, Gardening, Electronics",Beauty Products,Face Cream
2079,Colton Thomas,colton.thomas@hotmail.com,Varanasi,Married,500000,Monthly,Doctor,32,Female,No,Venmo,,"Shopping, Fashion, Dancing, Movies",Clothes,Shoes
2080,Douglas Lester,douglas.lester@hotmail.com,Surat,Married,2800000,Monthly,Teacher,61,Male,No,Cash,,"Shopping, Fashion, Cooking",Clothes,Jacket
2081,Jamie Osborn,jamie.osborn@hotmail.com,Srinagar,Single,1300000,Quarterly,Teacher,61,Female,Yes,Credit Card,,"Shopping, Fashion, Cooking, Photography",Clothes,Shoes
2082,Dennis Crosby,dennis.crosby@yahoo.com,Delhi,Single,2900000,Monthly,Banker,62,Male,Yes,Credit Card,,"Technology, Gadgets, Cooking, Gaming",Smartphones,OnePlus
2083,Dustin Adams,dustin.adams@outlook.com,Varanasi,Single,2700000,Yearly,Banker,39,Male,Yes,Cash,,"Technology, Cars, Yoga, Reading",Automobiles,Sedan
2084,Patricia Watts,patricia.watts@hotmail.com,Surat,Single,1100000,Half Yearly,Chef,50,Female,Yes,Credit Card,,"Electronics, Technology, Gardening",Watches,Digital
2085,John Hill,john.hill@gmail.com,Pune,Married,2500000,Quarterly,Lawyer,34,Male,Yes,Venmo,,"Fashion, Beauty, Technology",Beauty Products,Perfume
2086,Anita Jones,anita.jones@outlook.com,Kanpur,Single,900000,Quarterly,Artist,60,Male,No,Debit Card,,"Cars, Technology, Movies",Automobiles,Sedan
2087,Melvin Martinez,melvin.martinez@outlook.com,Jaipur,Single,2300000,Half Yearly,Banker,52,Female,Yes,Debit Card,,"Reading, Writing, Painting",Books,Self-Help
